,gre_score,gre_score_quant,gre_score_verbal,test_score_toefl,undergraduation_score,work_ex,papers_published,status
1206,318,163,155,109.0,2.4,49,0,accept
1207,318,163,155,114.0,2.94,24,0,accept
1208,315,160,155,75.0,3.01,13,0,accept
1209,313,169,144,100.0,3.07,20,0,accept
1210,317,166,151,102.0,3.5,13,0,accept
1211,312,160,152,107.0,2.96,17,0,accept
1212,326,165,161,100.0,2.84,0,0,accept
1213,320,161,159,113.0,2.7,82,0,accept
1214,316,162,154,107.0,3.19,4,3,accept
1215,322,167,155,108.0,3.16,60,0,accept
1216,325,169,156,112.0,3.38,5,0,accept
1217,318,163,155,108.0,3.32,18,0,accept
1218,318,170,148,101.0,3.25,7,0,accept
1219,308,163,145,75.0,3.1,12,0,accept
1220,313,163,150,101,3.0,18,0,accept
1221,327,164,163,111.0,3.46,22,0,accept
1222,312,163,149,105.0,2.7,22,2,accept
1223,327,170,157,104.0,3.53,18,0,accept
1224,315,161,154,107.0,2.3,36,0,accept
1225,325,159,166,115.0,3.48,1,0,accept
1226,309,164,145,105.0,3.59,2,0,accept
1227,333,168,165,114.0,3.61,2,0,accept
1228,317,162,155,111.0,3.24,1,0,accept
1229,329,166,163,114.0,3.25,3,0,accept
1230,319,168,151,106.0,2.05,38,0,accept
1231,321,163,158,110.0,3.37,6,0,accept
1232,315,164,151,103.0,3.81,32,0,accept
1233,322,166,156,103.0,3.23,28,0,accept
1234,323,170,153,112.0,3.29,12,3,accept
1235,308,158,150,106.0,3.08,0,0,accept
1236,317,164,153,101.0,3.71,50,0,accept
1237,316,165,151,93.0,3.37,52,3,accept
1238,330,167,163,114.0,2.4,6,0,accept
1239,310,159,151,75.0,2.88,58,0,accept
1240,316,163,153,112.0,3.24,24,0,accept
1241,320,162,158,108.0,3.24,28,3,accept
1242,306,158,148,101,2.65,0,0,accept
1243,314,162,152,98.0,3.4,18,2,accept
1244,309,161,148,101.0,2.9,51,0,accept
1245,313,162,151,111.0,3.44,22,3,accept
1246,313,166,147,108.0,3.46,0,0,accept
1247,313,161,152,107.0,3.27,6,2,accept
1248,317,170,147,106.0,3.19,24,0,accept
1249,324,168,156,106.0,3.0,26,0,accept
1250,306,157,149,111.0,3.0,49,0,accept
1251,312,160,152,104.0,3.0,24,0,accept
1252,329,168,161,110.0,3.39,3,2,accept
1253,311,164,147,102.0,3.02,27,3,accept
1254,311,165,146,101,2.2,0,0,accept
1255,317,163,154,105.0,3.29,48,0,accept
1256,310,165,145,101,3.69,15,0,accept
1257,322,163,159,115.0,2.4,22,3,accept
1258,306,159,147,99.0,2.56,29,1,accept
1259,315,162,153,102.0,2.94,31,2,accept
1260,315,163,152,107.0,3.42,0,3,accept
1261,310,165,145,101,2.92,0,0,accept
1262,311,159,152,114,3.34,43,0,accept
1263,318,165,153,102.0,3.57,38,0,accept
1264,323,170,153,107.0,3.66,8,0,accept
1265,312,167,145,99.0,3.3,13,2,accept
1266,307,157,150,104.0,2.62,11,0,accept
1267,326,164,162,110.0,3.24,0,0,accept
1268,307,157,150,107.0,3.4,6,3,accept
1269,324,166,158,112.0,2.18,20,0,accept
1270,316,163,153,0,2.45,27,0,accept
1271,319,164,155,0,3.43,1,3,accept
1272,318,166,152,0,2.93,17,0,accept
1273,314,163,151,106.0,2.74,46,3,accept
1274,321,160,161,111.0,2.8,24,0,accept
1275,328,166,162,0,2.35,24,3,accept
1276,318,167,151,112.0,2.9,2,3,accept
1277,320,161,159,114,2.8,12,1,accept
1278,319,166,153,0,2.5,2,0,accept
1279,315,164,151,108.0,3.18,17,3,accept
1280,314,164,150,108.0,3.48,2,0,accept
1281,322,167,155,107.0,3.28,15,0,accept
1282,315,166,149,105.0,3.68,18,3,accept
1283,314,162,152,105.0,3.4,41,0,accept
1284,320,166,154,104.0,3.62,5,3,accept
1285,329,170,159,116.0,3.64,10,3,accept
1286,312,158,154,104.0,2.96,30,3,accept
1287,321,165,156,105.0,3.0,39,0,accept
1288,332,166,166,115.0,3.52,22,0,accept
1289,329,165,164,113.0,3.16,18,0,accept
1290,324,166,158,120.0,3.75,2,0,accept
1291,317,165,152,102.0,3.09,13,0,accept
1292,330,169,161,116.0,3.43,12,2,accept
1293,304,154,150,105.0,3.2,31,3,accept
1294,320,162,158,102.0,3.32,6,3,accept
1295,325,166,159,113.0,2.76,12,0,accept
1296,319,166,153,112.0,3.42,4,0,accept
1297,326,162,164,111.0,2.76,1,0,accept
1298,309,162,147,105.0,3.32,0,0,accept
1299,320,162,158,117.0,3.37,2,2,accept
1300,319,168,151,0,3.16,14,3,accept
1301,314,161,153,108.0,3.34,17,0,accept
1302,314,162,152,105.0,3.39,4,0,accept
1303,312,154,158,104.0,1.24,2,0,accept
1304,322,162,160,112.0,3.57,12,0,accept
1305,328,163,165,114.0,2.99,69,0,accept
1306,326,167,159,112.0,3.67,5,0,accept
1307,317,165,152,110.0,3.47,0,0,accept
1308,317,166,151,104.0,3.44,2,0,accept
1309,309,157,152,108.0,3.1,26,0,accept
1310,323,168,155,110.0,3.52,5,2,accept
1311,316,162,154,110.0,3.82,16,3,accept
1312,320,165,155,0,2.7,22,3,accept
1313,313,163,150,106.0,3.42,0,1,accept
1314,316,164,152,110.0,3.04,0,0,accept
1315,315,164,151,104.0,2.97,2,0,accept
1316,316,162,154,114,3.38,0,0,accept
1317,321,167,154,113.0,3.54,2,2,accept
1318,321,168,153,106.0,3.4,0,0,accept
1319,334,170,164,117.0,3.28,0,3,accept
1320,318,164,154,0,3.26,16,0,accept
1321,316,159,157,110.0,3.36,36,0,accept
1322,316,164,152,0,3.6,22,3,accept
1323,322,169,153,110.0,3.16,52,0,accept
1324,316,162,154,110.0,3.81,16,3,accept
1325,319,161,158,110.0,3.64,12,0,accept
1326,320,166,154,105.0,3.58,4,3,accept
1327,328,170,158,113.0,3.18,44,0,accept
1328,325,169,156,117.0,3.37,2,3,accept
1329,323,167,156,114.0,2.92,4,0,accept
1330,318,165,153,102.0,2.93,18,2,accept
1331,320,162,158,112.0,3.02,28,0,accept
1332,315,160,155,109.0,3.59,2,3,accept
1333,320,162,158,118.0,2.98,14,0,accept
1334,317,165,152,0,3.34,24,3,accept
1335,316,161,155,113.0,3.17,26,0,accept
1336,322,167,155,112.0,3.17,18,3,accept
1337,316,164,152,103.0,3.1,6,0,accept
1338,324,167,157,111.0,2.85,40,1,accept
1339,316,163,153,104.0,3.05,8,0,accept
1340,315,165,150,102.0,2.46,29,2,accept
1341,308,162,146,104.0,3.07,7,0,accept
1342,303,152,151,100.0,3.0,24,3,accept
1343,319,164,155,115.0,2.95,24,0,accept
1344,310,158,152,107.0,2.88,19,0,accept
1345,319,163,156,114.0,3.05,16,0,accept
1346,334,166,168,114.0,2.46,0,0,accept
1347,319,154,165,102.0,2.25,0,0,accept
1348,314,163,151,109.0,2.82,0,0,accept
1349,311,166,145,98.0,2.15,0,0,accept
1350,299,157,142,97.0,2.22,0,0,accept
1351,302,155,147,109.0,2.9,0,0,accept
1352,310,160,150,95.0,3.13,0,0,accept
1353,312,150,162,104.0,2.1,0,0,accept
1354,309,154,155,104.0,3.26,0,0,accept
1355,320,163,157,108.0,2.92,18,0,accept
1356,321,167,154,110.0,2.88,13,0,accept
1357,318,166,152,113.0,3.19,9,0,accept
1358,323,166,157,113.0,1.42,6,3,accept
1359,314,152,162,112.0,3.24,29,0,accept
1360,322,167,155,112.0,3.26,18,0,accept
1361,316,163,153,108.0,3.33,21,0,accept
1362,316,167,149,105.0,3.24,0,3,accept
1363,319,162,157,105.0,2.9,5,3,accept
1364,313,158,155,103.0,3.32,24,2,accept
1365,314,160,154,108.0,3.32,29,3,accept
1366,318,162,156,101.0,2.55,48,0,accept
1367,311,163,148,101.0,2.92,28,0,accept
1368,320,165,155,106.0,2.9,22,0,accept
1369,304,159,145,102.0,2.75,36,0,accept
1370,327,168,159,114.0,3.37,0,0,accept
1371,316,164,152,106.0,2.73,20,0,accept
1372,323,161,162,114.0,2.81,27,0,accept
1373,310,154,156,103.0,2.34,28,3,accept
1374,313,162,151,102.0,2.92,27,0,accept
1375,306,154,152,102.0,2.91,31,2,accept
1376,309,161,148,101.0,3.04,16,2,accept
1377,313,164,149,101.0,3.44,24,0,accept
1378,313,158,155,103.0,3.32,15,2,accept
1379,311,160,151,110.0,3.72,24,0,accept
1380,314,167,147,100.0,3.68,8,3,accept
1381,316,164,152,109.0,3.34,18,0,accept
1382,318,164,154,101.0,3.47,0,3,accept
1383,319,164,155,111.0,2.8,20,0,accept
1384,320,167,153,104.0,2.8,36,0,accept
1385,317,163,154,113.0,2.56,21,1,accept
1386,316,168,148,113.0,2.85,45,0,accept
1387,316,158,158,119.0,2.99,14,2,accept
1388,317,168,149,100.0,2.95,46,2,accept
1389,319,163,156,104.0,3.04,2,0,accept
1390,319,162,157,105.0,3.52,21,0,accept
1391,316,164,152,102.0,2.92,0,3,accept
1392,325,168,157,112.0,3.3,9,3,accept
1393,311,162,149,104.0,3.51,0,2,accept
1394,313,159,154,112.0,3.0,0,0,accept
1395,316,160,156,102.0,3.15,40,0,accept
1396,319,160,159,117.0,2.83,30,0,accept
1397,312,163,149,101.0,3.01,22,0,accept
1398,329,166,163,113.0,2.86,30,0,accept
1399,308,156,152,99.0,3.04,24,0,accept
1400,312,158,154,109.0,3.22,4,0,accept
1401,310,162,148,99.0,2.85,24,0,accept
1402,314,162,152,99.0,3.15,7,0,accept
1403,319,170,149,107.0,3.18,20,0,accept
1404,317,164,153,99.0,3.59,25,3,accept
1405,314,168,146,103.0,3.52,2,0,accept
1406,312,160,152,108.0,3.6,0,0,accept
1407,313,163,150,99.0,2.95,7,0,accept
1408,315,162,153,108.0,3.16,4,0,accept
1409,313,162,151,110.0,2.67,3,3,accept
1410,320,163,157,115.0,3.04,1,0,accept
1411,320,162,158,104.0,3.1,1,0,accept
1412,315,166,149,107.0,3.76,6,0,accept
1413,318,166,152,112.0,3.29,0,0,accept
1414,314,161,153,107.0,3.13,42,3,accept
1415,309,157,152,101.0,3.24,13,0,accept
1416,322,166,156,102.0,3.48,19,0,accept
1417,314,161,153,111.0,3.75,26,0,accept
1418,324,170,154,98.0,2.36,0,0,accept
1419,311,159,152,103.0,3.08,1,0,accept
1420,315,162,153,108.0,2.58,12,0,accept
1421,318,168,150,106.0,3.55,15,3,accept
1422,315,165,150,100.0,3.33,1,0,accept
1423,316,167,149,106.0,3.4,7,3,accept
1424,320,165,155,108.0,3.15,2,0,accept
1425,310,163,147,100.0,2.45,17,3,accept
1426,314,162,152,105.0,3.56,0,1,accept
1427,325,168,157,110.0,3.08,19,0,accept
1428,316,164,152,101.0,3.66,0,0,accept
1429,315,162,153,109.0,2.7,6,3,accept
1430,322,168,154,111.0,2.92,6,0,accept
1431,310,159,151,101.0,2.4,32,0,accept
1432,313,150,163,103.0,3.35,38,0,accept
1433,309,154,155,104.0,3.28,0,0,accept
1434,315,161,154,110.0,3.26,48,0,accept
1435,309,160,149,101.0,3.05,2,2,accept
1436,317,170,147,105.0,2.8,3,0,accept
1437,307,159,148,111.0,2.74,40,0,accept
1438,313,163,150,110.0,3.73,36,3,accept
1439,314,155,159,105.0,3.39,36,0,accept
1440,317,165,152,108.0,3.07,0,1,accept
1441,317,165,152,107.0,3.1,0,0,accept
1442,315,152,163,105.0,2.1,25,3,accept
1443,315,170,145,108.0,2.9,2,0,accept
1444,315,162,153,100.0,3.3,60,0,accept
1445,326,165,161,112.0,2.55,23,0,accept
1446,317,162,155,110.0,3.17,5,3,accept
1447,315,160,155,104.0,2.35,12,3,accept
1448,319,168,151,106.0,3.49,7,3,accept
1449,315,164,151,110.0,3.3,22,0,accept
1450,309,157,152,103.0,2.8,67,0,accept
1451,320,150,170,107.0,3.28,17,3,accept
1452,324,168,156,110.0,3.36,2,0,accept
1453,319,160,159,107.0,3.48,13,0,accept
1454,310,160,150,99.0,2.55,48,0,accept
1455,303,154,149,109.0,3.0,0,3,accept
1456,309,158,151,102.0,3.22,17,0,accept
1457,321,167,154,112.0,3.24,12,0,accept
1458,318,163,155,101.0,2.88,4,3,accept
1459,310,161,149,103.0,2.38,24,0,accept
1460,307,159,148,99.0,2.73,15,0,accept
1461,309,163,146,104.0,2.64,32,0,accept
1462,320,167,153,103.0,3.38,40,0,accept
1463,329,167,162,117.0,3.47,2,0,accept
1464,317,164,153,107.0,2.81,20,0,accept
1465,317,165,152,111.0,3.79,24,0,accept
1466,312,162,150,109.0,2.65,36,0,accept
1467,318,167,151,111.0,2.48,35,0,accept
1468,321,166,155,117.0,3.48,0,0,accept
1469,307,155,152,75.0,2.98,27,0,accept
1470,311,160,151,109.0,3.07,0,0,accept
1471,324,168,156,107.0,3.27,7,0,accept
1472,317,168,149,102.0,3.26,1,0,accept
1473,316,167,149,109.0,3.09,0,2,accept
1474,313,167,146,111.0,2.76,30,1,accept
1475,300,151,149,102.0,2.4,42,0,accept
1476,311,162,149,100.0,2.69,30,1,accept
1477,319,165,154,109.0,3.16,5,0,accept
1478,311,167,144,101,3.02,12,0,accept
1479,312,157,155,109.0,2.8,30,0,accept
1480,306,163,143,101,3.3,19,0,accept
1481,305,160,145,107.0,3.24,14,0,accept
1482,316,166,150,106.0,3.2,15,3,accept
1483,309,163,146,101,3.15,25,0,accept
1484,319,162,157,108.0,2.68,0,0,accept
1485,306,157,149,101,1.38,1,0,accept
1486,310,162,148,102.0,2.59,30,1,accept
1487,312,159,153,102.0,2.3,0,0,accept
1488,307,158,149,105.0,2.96,48,1,accept
1489,307,158,149,107.0,3.06,22,0,accept
1490,314,162,152,107.0,2.4,9,0,accept
1491,313,167,146,100.0,2.97,13,0,accept
1492,329,166,163,102.0,2.86,30,0,accept
1493,300,151,149,105.0,2.9,42,0,accept
1494,313,166,147,106.0,2.7,0,2,accept
1495,312,161,151,109.0,3.04,4,0,accept
1496,317,164,153,112.0,3.28,0,3,accept
1497,314,163,151,106.0,2.3,24,0,accept
1498,312,163,149,101.0,2.95,21,0,accept
1499,312,160,152,109.0,2.65,9,0,accept
1500,306,158,148,98.0,2.5,3,3,accept
1501,313,165,148,101.0,2.56,50,0,accept
1502,322,170,152,110.0,2.67,24,3,accept
1503,319,161,158,118.0,2.33,0,0,accept
1504,309,158,151,75.0,3.27,11,0,accept
1505,309,165,144,75.0,3.54,0,0,accept
1506,314,159,155,109.0,2.95,40,0,accept
1507,312,165,147,107.0,3.47,31,0,accept
1508,318,167,151,103.0,3.38,18,3,accept
1509,326,165,161,115.0,2.71,0,3,accept
1510,315,156,159,110.0,2.95,0,0,accept
1511,305,158,147,99.0,2.84,0,3,accept
1512,321,167,154,108.0,3.44,2,0,accept
1513,320,167,153,101.0,2.89,0,0,accept
1514,322,170,152,110.0,3.48,0,0,accept
1515,315,164,151,105.0,3.16,9,0,accept
1516,317,167,150,99.0,2.6,9,3,accept
1517,317,165,152,101.0,2.3,0,0,accept
1518,309,160,149,100.0,2.4,30,2,accept
1519,312,162,150,104.0,3.44,20,3,accept
1520,310,157,153,104.0,3.3,30,0,accept
1521,319,166,153,113.0,2.64,24,0,accept
1522,314,164,150,108.0,3.38,3,3,accept
1523,319,170,149,102.0,3.24,33,0,accept
1524,289,147,142,92.0,2.3,60,0,accept
1525,309,157,152,98.0,3.61,28,0,accept
1526,305,162,143,103.0,3.6,4,3,accept
1527,315,162,153,104.0,3.48,24,0,accept
1528,322,170,152,111.0,3.15,22,0,accept
1529,298,152,146,101,2.25,10,0,accept
1530,324,170,154,105.0,3.31,10,0,accept
1531,331,167,164,112.0,2.62,32,3,accept
1532,319,164,155,103.0,2.45,9,0,accept
1533,314,162,152,108.0,2.6,30,0,accept
1534,320,170,150,104.0,2.65,0,0,accept
1535,324,170,154,101.0,3.08,24,3,accept
1536,313,165,148,103.0,3.16,10,3,accept
1537,315,167,148,99.0,2.8,0,3,accept
1538,322,166,156,113.0,3.0,30,3,accept
1539,318,164,154,101.0,2.73,40,0,accept
1540,313,160,153,111.0,3.1,36,0,accept
1541,311,162,149,108.0,3.34,0,0,accept
1542,317,165,152,101,3.2,10,0,accept
1543,316,164,152,101.0,3.56,36,0,accept
1544,320,165,155,105.0,2.3,39,1,accept
1545,311,161,150,103.0,3.03,10,3,accept
1546,316,166,150,108.0,3.24,24,3,accept
1547,317,164,153,104.0,2.9,28,0,accept
1548,326,168,158,110.0,3.24,0,2,accept
1549,316,170,146,105.0,3.08,36,3,accept
1550,323,165,158,112.0,3.4,60,0,accept
1551,302,156,146,100.0,2.23,30,0,accept
1552,316,167,149,100.0,3.28,0,1,accept
1553,312,160,152,102.0,3.0,16,0,accept
1554,305,159,146,102.0,2.75,0,3,accept
1555,313,163,150,93.0,3.13,12,0,accept
1556,323,167,156,107.0,2.45,22,3,accept
1557,315,153,162,102.0,2.86,48,3,accept
1558,321,169,152,113.0,2.75,1,3,accept
1559,310,166,144,101,3.15,20,0,accept
1560,306,160,146,100.0,3.2,30,3,accept
1561,311,167,144,100.0,3.08,7,0,accept
1562,307,161,146,102.0,3.64,30,0,accept
1563,317,165,152,107.0,3.65,0,3,accept
1564,320,168,152,102.0,3.2,30,0,accept
1565,316,161,155,108.0,3.51,0,0,accept
1566,323,166,157,117.0,3.68,10,3,accept
1567,319,167,152,113.0,3.66,2,3,accept
1568,323,166,157,117.0,3.68,0,3,accept
1569,320,166,154,114.0,3.0,10,2,accept
1570,306,163,143,98.0,2.25,30,0,accept
1571,322,167,155,104.0,3.2,10,0,accept
1572,323,170,153,106.0,2.8,18,0,accept
1573,324,170,154,102.0,2.53,0,1,accept
1574,318,160,158,112.0,3.14,0,0,accept
1575,312,161,151,108.0,3.42,0,0,accept
1576,309,159,150,100.0,2.75,30,3,accept
1577,309,159,150,103.0,3.1,0,1,accept
1578,326,168,158,108.0,3.45,30,0,accept
1579,317,168,149,104.0,3.05,20,2,accept
1580,317,162,155,110.0,2.6,0,0,accept
1581,320,164,156,113.0,2.75,0,0,accept
1582,316,164,152,104.0,2.6,30,3,accept
1583,326,162,164,117.0,3.2,20,3,accept
1584,310,165,145,101.0,3.01,6,2,accept
1585,314,164,150,100.0,2.35,0,1,accept
1586,307,161,146,101,2.29,0,0,accept
1587,308,164,144,100.0,2.75,0,0,accept
1588,311,161,150,106.0,2.4,20,0,accept
1589,314,165,149,100.0,2.9,0,2,accept
1590,315,162,153,110.0,3.15,0,0,accept
1591,322,164,158,113.0,2.68,0,0,accept
1592,311,162,149,111.0,3.02,20,0,accept
1593,318,163,155,108.0,2.55,10,0,accept
1594,327,164,163,117.0,2.6,20,0,accept
1595,306,156,150,113.0,2.59,0,0,accept
1596,314,163,151,109.0,3.64,30,0,accept
1597,314,158,156,106.0,3.58,30,2,accept
1598,308,159,149,108.0,2.97,20,0,accept
1599,317,162,155,111.0,2.6,10,0,accept
1600,322,167,155,106.0,2.7,0,0,accept
1601,316,161,155,102.0,2.6,20,2,accept
1602,314,158,156,107.0,3.35,20,0,accept
1603,315,163,152,110.0,2.85,30,3,accept
1604,313,161,152,114,3.24,30,3,accept
1605,308,157,151,99.0,3.23,30,0,accept
1606,304,155,149,106.0,3.41,27,0,accept
1607,317,165,152,103.0,3.68,30,0,accept
1608,309,155,154,106.0,2.61,30,0,accept
1609,324,162,162,85.0,3.18,30,0,accept
1610,309,157,152,103.0,3.4,30,0,accept
1611,316,165,151,96.0,1.97,30,0,accept
1612,312,163,149,101.0,3.02,30,0,accept
1613,313,164,149,105.0,3.22,30,0,accept
1614,317,165,152,110.0,2.86,36,0,accept
1615,313,165,148,104.0,3.32,30,0,accept
1616,318,167,151,100.0,2.7,0,0,accept
1617,310,160,150,103.0,2.7,0,0,accept
1618,317,164,153,108.0,2.65,0,0,accept
1619,301,158,143,101,2.65,0,0,accept
1620,311,161,150,105.0,2.56,0,0,accept
1621,315,165,150,100.0,3.36,0,0,accept
1622,316,161,155,111.0,2.6,0,0,accept
1623,305,159,146,92.0,1.9,0,0,accept
1624,310,158,152,100.0,1.95,0,0,accept
1625,315,163,152,100.0,2.92,20,0,accept
1626,307,156,151,94.0,2.05,10,0,accept
1627,322,164,158,108.0,3.42,10,0,accept
1628,315,152,163,106.0,2.75,0,0,accept
1629,308,163,145,103.0,2.5,0,0,accept
1630,321,167,154,101.0,2.8,0,0,accept
1631,303,158,145,110.0,2.95,0,0,accept
1632,314,162,152,106.0,2.35,0,0,accept
1633,309,159,150,103.0,2.45,0,0,accept
1634,306,160,146,101.0,3.39,0,0,accept
1635,306,159,147,106.0,2.6,0,0,accept
1636,317,168,149,108.0,2.5,0,0,accept
1637,310,165,145,98.0,2.9,0,3,accept
1638,309,163,146,106.0,2.8,0,0,accept
1639,308,163,145,100.0,3.33,0,0,accept
1640,309,161,148,102.0,3.62,0,0,accept
1641,314,164,150,106.0,3.2,10,3,accept
1642,325,166,159,107.0,2.9,10,0,accept
1643,316,165,151,113.0,2.8,10,0,accept
1644,319,160,159,109.0,2.75,10,3,accept
1645,320,163,157,116.0,3.39,6,0,accept
1646,317,162,155,107.0,2.8,7,3,accept
1647,304,156,148,70.0,2.5,20,0,accept
1648,304,155,149,99.0,2.76,20,0,accept
1649,304,157,147,102.0,3.82,0,0,accept
1650,315,165,150,98.0,1.95,30,3,accept
1651,322,162,160,112.0,2.5,20,3,accept
1652,318,166,152,111.0,3.32,30,0,accept
